['G Thornton', 15.77, 54.59, 'PartSpin', 1902, 1902, 0.5, 1.2, 0]
['JH Anderson', 21.33, 485.04, 'Bat', 1902, 1902, 0.5, 1.2, 0]
['JJ Kotze', 5.52, 46.95, 'Fast', 1902, 1907, 0.5, 1.2, 0]
['PS Twentyman-Jones', 11.43, 485.04, 'Bat', 1902, 1902, 0.5, 1.2, 0]
['GA Faulkner', 46.53, 36.68, 'Spin', 1906, 1924, 0.5, 1.0934251542958318, 0]
['RO Schwarz', 16.83, 41.15, 'Spin', 1906, 1912, 0.5, 1.1757937506741936, 0]
['PW Sherwell', 22.73, 477.71, 'OpenWK', 1906, 1911, 0.5, 1.2, 13]
['SJ Snooke', 26.55, 47.3, 'PartFast', 1906, 1923, 0.5, 0.9285714285714287, 5]
['AEE Vogler', 17.79, 39.38, 'Fast', 1906, 1911, 0.5, 1.1485330877516118, 0]
['GC White', 33.71, 47.71, 'PartSpin', 1906, 1912, 0.5, 1.2, 0]
['SD Snooke', 11.2, 484.85, 'Bat', 1907, 1907, 0.5, 1.2, 0]
['T Campbell', 16.1, 483.68, 'WK', 1910, 1912, 0.5, 1.2, 0]
['JMM Commaille', 17.75, 396.83, 'OpenBat', 1910, 1928, 0.5, 1.2, 0]
['LA Stricker', 16.97, 241.84, 'OpenBat', 1910, 1912, 0.5, 1.2, 0]
['JW Zulch', 33.53, 212.46, 'OpenBat', 1910, 1921, 0.5, 1.2, 0]
['CE Floquet', 17.82, 238.38, 'PartMed', 1910, 1910, 0.5, 1.090909090909091, 0]
['SJ Pegler', 14.2, 39.46, 'Spin', 1910, 1924, 0.5, 1.1474801545059157, 0]
['NO Norton', 12.36, 44.5, 'Med', 1910, 1910, 0.5, 1.1393939393939394, 0]
['SV Samuelson', 14.26, 65.26, 'Med', 1910, 1910, 0.5, 1.2, 0]
['COC Pearse', 16.18, 59.55, 'PartMed', 1910, 1911, 0.4365079365079365, 1.2, 0]
['R Beaumont', 14.91, 234.19, 'Bat', 1912, 1914, 0.5, 1.2, 0]
['GPD Hartigan', 17.99, 94.16, 'OpenPartFast', 1912, 1914, 0.5, 1.2, 0]
['F Mitchell', 21.86, 478.09, 'Bat', 1899, 1912, 0.5, 1.2, 3]
['HW Taylor', 38.7, 42.94, 'OpenBat', 1912, 1932, 0.5, 1.048598507763662, 18]
['TA Ward', 14.22, 416.81, 'WK', 1912, 1924, 0.5, 1.2, 0]
['CP Carter', 10.67, 36.85, 'Spin', 1912, 1924, 0.5, 1.0378863409770687, 0]
['HV Baumgartner', 12.49, 58.45, 'Spin', 1913, 1913, 0.5, 1.2, 0]
['JM Blanckenberg', 18.26, 36.49, 'Med', 1913, 1924, 0.5, 1.0308868917937544, 0]
['AHC Cooper', 20.45, 468.38, 'Bat', 1913, 1913, 0.5, 1.2, 0]
['JL Cox', 5.44, 48.89, 'Med', 1913, 1914, 0.5, 0.9114583333333334, 0]
['PAM Hands', 18.92, 208.41, 'Bat', 1913, 1924, 0.5, 1.0731319554848966, 0]
['PT Lewis', 12.98, 468.38, 'Bat', 1913, 1913, 0.5, 1.2, 0]
['GL Tapscott', 13.95, 468.38, 'Bat', 1913, 1913, 0.5, 1.2, 0]
['C Newberry', 12.87, 50.44, 'Fast', 1913, 1914, 0.5, 1.0291858678955454, 0]
['CD Dixon', 3.8, 49.85, 'Med', 1914, 1914, 0.5, 1.0535714285714286, 0]
['LR Tuckett', 12.15, 61.43, 'Fast', 1914, 1914, 0.5, 1.2, 0]
['HW Chapman', 14.93, 72.3, 'PartSpin', 1914, 1921, 0.5, 1.2, 0]
['FL le Roux', 18.35, 55.41, 'PartMed', 1914, 1914, 0.5, 0.9523809523809524, 0]
['D Taylor', 20.45, 474.12, 'Bat', 1914, 1914, 0.5, 1.2, 0]
['RHM Hands', 15.02, 474.12, 'Bat', 1914, 1914, 0.5, 1.2, 0]
['EB Lundie', 9.4, 51.8, 'Fast', 1914, 1914, 0.5, 0.8016983016983018, 0]
['CN Frank', 22.14, 372.79, 'OpenBat', 1921, 1921, 0.5, 1.2, 0]
['WVS Ling', 16.79, 49.09, 'Bat', 1921, 1923, 0.5, 1.2, 0]
['WFE Marx', 19.34, 46.63, 'PartMed', 1921, 1921, 0.5, 1.2, 0]
['EP Nupen', 12.87, 35.67, 'Fast', 1921, 1936, 0.5, 1.0359302079682036, 1]
['NV Lindsay', 17.79, 372.79, 'Bat', 1921, 1921, 0.5, 1.2, 0]
['N Reid', 12.13, 41.01, 'Med', 1921, 1921, 0.5, 1.140684410646388, 0]
['WH Brann', 14.21, 379.63, 'Bat', 1922, 1923, 0.5, 1.2, 0]
['ID Buys', 7.63, 48.17, 'Fast', 1922, 1922, 0.5, 0.8301404853128991, 0]
['RH Catterall', 35.85, 43.14, 'Bat', 1922, 1931, 0.5, 1.1189390799834231, 0]
['CM Francois', 16.4, 46.43, 'Fast', 1922, 1923, 0.5, 0.8, 0]
['GAL Hearne', 14.98, 382.65, 'OpenBat', 1922, 1924, 0.5, 1.2, 0]
['AE Hall', 2.03, 33.74, 'Fast', 1923, 1931, 0.5, 0.9078985121121449, 0]
['DJ Meintjes', 9.38, 41.78, 'OpenFast', 1923, 1923, 0.5, 1.0829644975986439, 0]
['LE Tapscott', 15.21, 45.23, 'Bat', 1923, 1923, 0.5, 0.8, 0]
['DP Conyngham', 10.41, 48.39, 'Med', 1923, 1923, 0.5, 0.8, 0]
['HG Deane', 22.42, 387.6, 'Bat', 1924, 1931, 0.5, 1.2, 12]
['GM Parker', 6.39, 43.57, 'Fast', 1924, 1924, 0.5, 1.2, 0]
['MJ Susskind', 22.33, 376.41, 'Bat', 1924, 1924, 0.5, 1.2, 0]
['HB Cameron', 29.68, 392.8, 'WK', 1927, 1935, 0.5, 1.2, 9]
['SK Coen', 20.12, 60.22, 'OpenBat', 1927, 1928, 0.5, 1.2, 0]
['JP Duminy', 12.84, 49.31, 'OpenBat', 1927, 1929, 0.5, 1.2, 0]
['DPB Morkel', 22.9, 46.9, 'PartFast', 1927, 1932, 0.5, 1.1517311037539981, 0]
['HLE Promnitz', 6.26, 38.71, 'Spin', 1927, 1928, 0.5, 0.8, 0]
['CL Vincent', 17.46, 34.1, 'Spin', 1927, 1935, 0.5, 1.070635056278536, 0]
['GF Bissett', 14.81, 40.76, 'Fast', 1928, 1928, 0.5, 1.1426900727277156, 0]
['AW Palm', 17.3, 387.6, 'Bat', 1928, 1928, 0.5, 1.2, 0]
['JFW Nicolson', 24.32, 193.8, 'Bat', 1928, 1928, 0.5, 1.2, 0]
['AL Ochse', 5.65, 46.69, 'Fast', 1928, 1929, 0.5, 1.2, 0]
['IJ Siedle', 28.46, 198.87, 'OpenBat', 1928, 1936, 0.5, 0.8737258165175785, 0]
['JAJ Christy', 27.36, 50.04, 'Bat', 1929, 1932, 0.5, 1.2, 0]
['B Mitchell', 45.6, 41.98, 'OpenPartSpin', 1929, 1949, 0.5, 1.2, 0]
['HGO Owen-Smith', 19.73, 37.5, 'PartSpin', 1929, 1929, 0.5, 1.2, 0]
['NA Quinn', 5.43, 36.2, 'Fast', 1929, 1932, 0.5, 0.9367049256771682, 0]
['AJ Bell', 5.61, 36.85, 'Fast', 1929, 1935, 0.5, 1.1119705366836738, 0]
['EL Dalton', 26.25, 42.33, 'PartMed', 1929, 1939, 0.5, 1.2, 0]
['Q McMillan', 16.22, 41.88, 'Spin', 1929, 1932, 0.5, 1.2, 0]
['EA van der Merwe', 10.96, 397.75, 'WK', 1929, 1936, 0.5, 1.2, 0]
['XC Balaskas', 15.39, 37.74, 'Spin', 1930, 1939, 0.5, 1.2, 0]
['SH Curnow', 19.11, 392.8, 'OpenBat', 1930, 1932, 0.5, 1.2, 0]
['ES Newson', 11.36, 54.68, 'Fast', 1930, 1939, 0.5, 0.8, 0]
['KG Viljoen', 26.68, 44.89, 'Bat', 1930, 1949, 0.5, 1.1057692307692308, 0]
['JAK Cochran', 7.98, 48.81, 'Fast', 1931, 1931, 0.5, 0.8109040717736371, 0]
['LS Brown', 9.32, 43.16, 'Fast', 1931, 1932, 0.5, 1.2, 0]
['RJ Crisp', 8.39, 37.46, 'Fast', 1935, 1936, 0.5, 1.2, 0]
['ACB Langton', 13.39, 43.25, 'Fast', 1935, 1939, 0.5, 1.007961998674073, 0]
['AD Nourse', 45.69, 169.78, 'Bat', 1935, 1951, 0.5, 1.0756972111553786, 15]
['EAB Rowan', 37.07, 169.78, 'OpenBat', 1935, 1951, 0.5, 0.8806877752149298, 0]
['DS Tomlinson', 9.41, 46.96, 'PartSpin', 1935, 1935, 0.5, 1.2, 0]
['HF Wade', 20.36, 393.31, 'Bat', 1935, 1936, 0.5, 1.2, 0]
['F Nicholson', 13.45, 393.31, 'WK', 1935, 1936, 0.5, 1.2, 0]
['JB Robertson', 12.61, 51.08, 'Spin', 1935, 1936, 0.5, 1.0154692986618583, 0]
['EG Bock', 11.9, 64.14, 'Med', 1935, 1935, 0.5, 1.2, 0]
['AW Briscoe', 24.09, 387.72, 'Bat', 1935, 1939, 0.5, 1.2, 0]
['EQ Davies', 6.87, 55.75, 'Fast', 1936, 1939, 0.5, 1.2, 0]
['RL Harvey', 17.23, 393.31, 'Bat', 1936, 1936, 0.5, 1.2, 0]
['GE Bond', 13.06, 50.93, 'Bat', 1938, 1938, 0.0, 1.2, 0]
['N Gordon', 7.23, 37.79, 'Fast', 1938, 1939, 0.5, 0.9509145826541554, 0]
['A Melville', 33.0, 345.42, 'OpenBat', 1938, 1949, 0.5, 1.2, 10]
['PGV van der Bijl', 28.68, 377.6, 'OpenBat', 1938, 1939, 0.5, 1.2, 0]
['WW Wade', 24.36, 345.42, 'WK', 1938, 1950, 0.5, 1.2, 0]
['RE Grieveson', 19.74, 373.13, 'WK', 1939, 1939, 0.5, 1.2, 0]
['OC Dawson', 20.13, 48.4, 'PartMed', 1947, 1949, 0.5, 1.1404518399158146, 0]
['TA Harris', 23.65, 389.99, 'Bat', 1947, 1949, 0.5, 1.2, 0]
['JD Lindsay', 10.17, 389.11, 'WK', 1947, 1947, 0.5, 1.2, 0]
['NBF Mann', 12.73, 35.42, 'Spin', 1947, 1951, 0.5, 0.8493921537399799, 0]
['AMB Rowan', 15.31, 38.31, 'Spin', 1947, 1951, 0.5, 1.0289986026554485, 0]
['VI Smith', 5.69, 42.7, 'Spin', 1947, 1957, 0.5, 1.2, 0]
['L Tuckett', 10.54, 40.55, 'Fast', 1947, 1949, 0.5, 1.1892241728015533, 0]
['DV Dyer', 19.99, 389.11, 'OpenBat', 1947, 1947, 0.5, 1.2, 0]
['JB Plimsoll', 6.62, 38.89, 'Fast', 1947, 1947, 0.5, 1.2, 0]
['GM Fullerton', 20.48, 394.87, 'WK', 1947, 1951, 0.5, 1.2, 0]
['DW Begbie', 20.44, 76.16, 'PartSpin', 1948, 1950, 0.5, 1.2, 0]
['CN McCarthy', 2.64, 43.24, 'Fast', 1948, 1951, 0.5, 1.1209139531517354, 0]
['OE Wynne', 20.03, 394.87, 'OpenBat', 1948, 1950, 0.5, 1.2, 0]
['MA Hanley', 5.28, 39.92, 'Spin', 1949, 1949, 0.5, 0.9725906277630416, 0]
['LA Markham', 15.47, 56.68, 'Spin', 1949, 1949, 0.5, 1.2, 0]
['JE Cheetham', 24.47, 205.06, 'Bat', 1949, 1955, 0.5, 0.8849557522123894, 15]
['JD Nel', 17.41, 415.66, 'Bat', 1949, 1957, 0.5, 1.2, 0]
['HJ Tayfield', 18.19, 27.88, 'Spin', 1949, 1960, 0.5, 0.8735272654200863, 0]
['JC Watkins', 22.05, 47.82, 'Med', 1949, 1957, 0.5, 0.8, 0]
['RG Draper', 22.67, 398.14, 'Bat', 1950, 1950, 0.5, 1.2, 0]
['MG Melle', 7.2, 42.23, 'Fast', 1950, 1953, 0.5, 1.2, 0]
['PL Winslow', 15.97, 410.12, 'Bat', 1950, 1955, 0.5, 1.2, 0]
['GWA Chubb', 10.73, 39.98, 'Fast', 1951, 1951, 0.5, 1.0655586334256697, 0]
['DJ McGlew', 44.88, 52.13, 'OpenBat', 1951, 1962, 0.5, 1.2, 14]
['CB van Ryneveld', 26.75, 53.24, 'PartSpin', 1951, 1958, 0.5, 1.1617639420330004, 8]
['JHB Waite', 31.9, 419.14, 'WK', 1951, 1965, 0.5, 1.2, 0]
['RA McLean', 31.73, 209.57, 'Bat', 1951, 1964, 0.5, 0.8, 0]
['PNF Mansell', 18.6, 48.46, 'Spin', 1951, 1955, 0.5, 1.2, 0]
['WR Endean', 36.54, 430.42, 'Bat', 1951, 1958, 0.5, 1.2, 0]
['KJ Funston', 27.24, 434.15, 'Bat', 1952, 1958, 0.5, 1.2, 0]
['ARA Murray', 20.01, 43.39, 'Spin', 1952, 1954, 0.5, 0.8, 0]
['ERH Fuller', 9.25, 45.13, 'Fast', 1953, 1958, 0.5, 0.9469491132983976, 0]
['HJ Keith', 21.05, 61.92, 'Bat', 1953, 1957, 0.5, 1.2, 0]
['NAT Adcock', 5.17, 28.03, 'Fast', 1953, 1962, 0.5, 0.9118187495413212, 0]
['DEJ Ironside', 4.86, 40.65, 'Fast', 1953, 1954, 0.5, 0.8, 0]
['RJ Westcott', 21.73, 55.1, 'OpenBat', 1954, 1958, 0.5, 1.2, 0]
['TL Goddard', 34.01, 25.88, 'OpenMed', 1955, 1970, 0.5, 0.8, 13]
['PS Heine', 9.97, 34.69, 'Fast', 1955, 1962, 0.5, 0.9930159019041336, 0]
['AI Taylor', 19.02, 426.74, 'OpenBat', 1956, 1956, 0.5, 1.2, 0]
['AJ Pithey', 29.2, 200.8, 'Bat', 1957, 1965, 0.5, 1.0775862068965518, 0]
['CAR Duckworth', 13.58, 422.54, 'Bat', 1957, 1957, 0.5, 1.2, 0]
['CGD Burger', 18.53, 419.14, 'Bat', 1958, 1958, 0.5, 1.2, 0]
['PR Carlstein', 17.97, 401.61, 'Bat', 1958, 1964, 0.5, 1.2, 0]
['JP Fellows-Smith', 19.64, 51.91, 'PartMed', 1960, 1960, 0.5, 1.2, 0]
['GM Griffin', 9.99, 39.99, 'Fast', 1960, 1960, 0.5, 1.1644832605531295, 0]
["S O'Linn", 23.45, 405.41, 'Bat', 1960, 1961, 0.5, 1.2, 0]
['C Wesley', 15.05, 405.41, 'Bat', 1960, 1960, 0.5, 1.2, 0]
['JE Pothecary', 8.98, 48.84, 'Med', 1960, 1960, 0.5, 1.12018226694513, 0]
['AH McKinnon', 10.47, 35.5, 'Spin', 1960, 1967, 0.5, 0.9197848200702019, 0]
['EJ Barlow', 44.18, 34.58, 'OpenPartMed', 1961, 1970, 0.5, 1.1365817429255713, 0]
['KC Bland', 47.83, 60.74, 'Bat', 1961, 1966, 0.5, 0.8031870461993189, 0]
['HD Bromfield', 4.77, 41.2, 'Spin', 1961, 1965, 0.5, 0.8378208266312328, 0]
['MK Elgie', 19.28, 58.18, 'Bat', 1961, 1962, 0.5, 1.2, 0]
['GB Lawrence', 9.7, 34.45, 'Fast', 1961, 1962, 0.5, 0.9799355641328272, 0]
['PM Pollock', 19.44, 27.27, 'Fast', 1961, 1970, 0.5, 1.084628883752213, 0]
['KA Walter', 7.51, 38.76, 'Fast', 1961, 1961, 0.5, 1.0292580982236155, 0]
['SF Burke', 15.19, 37.21, 'Fast', 1962, 1965, 0.5, 0.985807441503644, 0]
['WS Farrer', 25.52, 392.29, 'Bat', 1962, 1964, 0.5, 1.2, 0]
['HR Lance', 24.46, 42.15, 'PartMed', 1962, 1970, 0.5, 1.2, 0]
['DT Lindsay', 34.2, 386.35, 'WK', 1963, 1970, 0.5, 1.2, 0]
['JT Partridge', 6.36, 34.53, 'Fast', 1963, 1965, 0.5, 0.9435258868318696, 0]
['DB Pithey', 13.2, 49.82, 'Spin', 1963, 1967, 0.5, 1.021504107260882, 0]
['RG Pollock', 58.89, 62.75, 'Bat', 1963, 1970, 0.5, 1.2, 0]
['MA Seymour', 8.64, 51.69, 'Spin', 1963, 1970, 0.5, 1.016702977487291, 0]
['PL van der Merwe', 21.64, 41.19, 'Bat', 1963, 1967, 0.5, 0.8, 8]
['CG Halse', 7.29, 52.13, 'Fast', 1964, 1964, 0.5, 1.1213421603088003, 0]
['GD Varnals', 17.09, 197.82, 'Bat', 1964, 1965, 0.5, 0.8, 0]
['GG Hall', 4.24, 51.13, 'Spin', 1965, 1965, 0.5, 1.2, 0]
['MJ Macaulay', 7.97, 37.61, 'Spin', 1965, 1965, 0.5, 0.8, 0]
['A Bacher', 27.87, 384.62, 'Bat', 1965, 1970, 0.5, 1.2, 4]
['JT Botten', 9.5, 36.25, 'Fast', 1965, 1965, 0.5, 1.0260625989526244, 0]
['R Dumbrill', 13.63, 38.32, 'Med', 1965, 1967, 0.5, 1.0380622837370241, 0]
['MJ Procter', 25.5, 27.21, 'Fast', 1967, 1970, 0.5, 1.0214290057096111, 0]
['PHJ Trimborn', 6.83, 35.3, 'Fast', 1967, 1970, 0.5, 0.863705869503117, 0]
['JH du Preez', 13.32, 49.26, 'Spin', 1967, 1967, 0.5, 0.8928571428571429, 0]
['GA Chevalier', 2.67, 38.93, 'Spin', 1970, 1970, 0.0, 0.9719432385148707, 0]
['D Gamsy', 14.02, 385.98, 'WK', 1970, 1970, 0.2826086956521739, 1.2, 0]
['BL Irvine', 29.5, 385.98, 'Bat', 1970, 1970, 0.5430769230769231, 1.2, 0]
['BA Richards', 42.85, 48.76, 'OpenBat', 1970, 1970, 0.594847775175644, 0.8879781420765027, 0]
['AJ Traicos', 6.39, 55.27, 'Spin', 1970, 1993, 0.14393939393939395, 1.0767141316979598, 0]
['T Bosch', 4.75, 46.41, 'Fast', 1992, 1992, 0.5, 0.960916566571191, 0]
['WJ Cronje', 37.0, 49.36, 'PartMed', 1992, 2000, 0.4463942307692308, 0.8, 53]
['AA Donald', 10.84, 22.58, 'Fast', 1992, 2002, 0.35129310344827586, 1.0176911132867306, 0]
['AC Hudson', 34.34, 410.68, 'OpenBat', 1992, 1998, 0.391304347826087, 1.2, 0]
['PN Kirsten', 32.26, 70.17, 'Bat', 1992, 1994, 0.30038387715930903, 1.2, 0]
['AP Kuiper', 20.33, 399.87, 'Bat', 1992, 1992, 0.19428571428571428, 1.2, 0]
['MW Pringle', 11.41, 41.34, 'Fast', 1992, 1995, 0.6633663366336634, 0.9035136642498606, 0]
['DJ Richardson', 24.92, 410.68, 'WK', 1992, 1998, 0.4193150262264733, 1.2, 0]
['MW Rushmere', 23.36, 399.87, 'OpenBat', 1992, 1992, 0.10714285714285714, 1.2, 0]
['RP Snell', 13.17, 45.44, 'Fast', 1992, 1994, 0.475, 1.145188470066519, 0]
['KC Wessels', 39.94, 58.2, 'OpenBat', 1982, 1994, 0.4648216072024008, 1.0256410256410255, 16]
['SJ Cook', 32.02, 399.87, 'OpenBat', 1992, 1993, 0.2868632707774799, 1.2, 0]
['O Henry', 16.98, 40.71, 'Spin', 1992, 1993, 0.3063583815028902, 0.9692473375613258, 0]
['BM McMillan', 40.41, 40.54, 'Fast', 1992, 1998, 0.42857142857142855, 0.9185638975784961, 0]
['JN Rhodes', 36.24, 203.25, 'Bat', 1992, 2000, 0.4631424913115054, 0.9057971014492755, 0]
['BN Schultz', 3.93, 37.69, 'Fast', 1992, 1997, 0.15517241379310345, 0.9429785448250538, 0]
['CR Matthews', 15.56, 36.45, 'Fast', 1992, 1995, 0.4484536082474227, 0.8233896756509822, 0]
['DJ Cullinan', 44.86, 61.06, 'Bat', 1993, 2001, 0.4896774193548387, 1.2, 0]
['CE Eksteen', 9.48, 50.02, 'Spin', 1993, 2000, 0.159369527145359, 0.8, 0]
['PL Symcox', 25.74, 52.28, 'Spin', 1993, 1998, 0.5609386828160484, 0.9785966326019805, 0]
['PS de Villiers', 15.21, 31.12, 'Fast', 1993, 1998, 0.3622603430877901, 0.9333574627878569, 0]
['G Kirsten', 45.27, 68.05, 'OpenBat', 1993, 2004, 0.43430852648513374, 0.8626363056486478, 1]
['JB Commins', 24.73, 402.41, 'Bat', 1994, 1995, 0.314070351758794, 1.2, 0]
['SD Jack', 10.19, 38.4, 'Fast', 1994, 1995, 0.20588235294117646, 0.9256198347107438, 0]
['PJR Steyn', 20.11, 410.68, 'OpenBat', 1995, 1995, 0.26849894291754756, 1.2, 0]
['SM Pollock', 31.28, 22.38, 'Fast', 1995, 2008, 0.5252848013337038, 0.8019999046905829, 26]
['JH Kallis', 52.27, 30.83, 'Fast', 1995, 2013, 0.45977926166833893, 0.9240845408942541, 2]
['PR Adams', 8.89, 34.65, 'Spin', 1995, 2004, 0.3557312252964427, 1.022753656837706, 0]
['HH Gibbs', 40.61, 193.61, 'OpenBat', 1996, 2008, 0.5026079869600651, 1.2, 0]
['L Klusener', 32.46, 40.24, 'Fast', 1996, 2004, 0.5980545967994979, 0.9049211239758848, 0]
['AM Bacher', 25.8, 64.13, 'OpenBat', 1996, 1999, 0.40476190476190477, 1.2, 0]
['MV Boucher', 28.6, 188.8, 'WK', 1997, 2012, 0.5011358473421172, 1.2, 4]
['HD Ackerman', 27.1, 400.0, 'Bat', 1998, 1998, 0.3389473684210526, 1.2, 0]
['M Ntini', 9.29, 27.21, 'Fast', 1998, 2009, 0.4857539958304378, 1.0580367310599004, 0]
['GFJ Liebenberg', 20.01, 400.0, 'OpenBat', 1998, 1998, 0.4425531914893617, 1.2, 0]
['S Elworthy', 13.22, 41.73, 'Fast', 1998, 2002, 0.6990291262135923, 1.052282315021093, 0]
['DJ Terbrugge', 7.16, 40.13, 'Fast', 1998, 2004, 0.16494845360824742, 1.0355464159811987, 0]
['HH Dippenaar', 29.04, 192.68, 'Bat', 1999, 2007, 0.4161821705426357, 0.8, 0]
['M Hayward', 6.87, 39.81, 'Fast', 1999, 2004, 0.3473684210526316, 1.1445453888004324, 0]
['PC Strydom', 19.64, 50.09, 'Bat', 2000, 2000, 0.5645161290322581, 1.2, 0]
['N Boje', 24.31, 41.97, 'Spin', 2000, 2006, 0.4832412523020258, 0.986271592757321, 0]
['ND McKenzie', 35.3, 68.71, 'Bat', 2000, 2009, 0.4200671487603306, 1.2, 0]
['M Ngam', 4.18, 53.72, 'Fast', 2000, 2001, 0.0, 0.9907045009784736, 0]
['JM Kemp', 19.87, 42.87, 'Fast', 2001, 2005, 0.32, 0.9238516011347008, 0]
['CW Henderson', 12.07, 40.26, 'Spin', 2001, 2002, 0.3217821782178218, 0.9491372873901793, 0]
['A Nel', 9.35, 32.61, 'Fast', 2001, 2008, 0.46101231190150477, 1.0071184437077585, 0]
['JL Ontong', 25.65, 73.01, 'PartSpin', 2002, 2004, 0.36774193548387096, 1.2, 0]
['AG Prince', 38.41, 184.45, 'Bat', 2002, 2011, 0.4370900417412045, 0.9355095541401274, 2]
['AJ Hall', 24.39, 37.45, 'Fast', 2002, 2007, 0.46060606060606063, 1.0565105749064039, 0]
